global_row,peak,start,end,fragment_recount,matrix_rowsum
13111,chr1-84369434-84369994,84369434,84369994,3035,1001.0
13112,chr1-84370443-84371300,84370443,84371300,4975,1732.0
13113,chr1-84375069-84376068,84375069,84376068,7435,2769.0
13114,chr1-84377179-84378110,84377179,84378110,7779,2634.0
13115,chr1-84379139-84379686,84379139,84379686,2574,710.0
13116,chr1-84385449-84385698,84385449,84385698,1456,393.0
13117,chr1-84386467-84388084,84386467,84388084,9543,2547.0
13118,chr1-84388748-84389202,84388748,84389202,2156,485.0
13119,chr1-84398450-84399282,84398450,84399282,4676,1309.0
13120,chr1-84406081-84406403,84406081,84406403,1642,450.0
13121,chr1-84407801-84408472,84407801,84408472,4254,1416.0
13122,chr1-84409418-84409967,84409418,84409967,2788,868.0
13123,chr1-84410689-84410915,84410689,84410915,1281,374.0
13124,chr1-84422879-84423079,84422879,84423079,1010,280.0
13125,chr1-84424488-84425346,84424488,84425346,4708,1606.0
13126,chr1-84427667-84428015,84427667,84428015,2675,756.0
13127,chr1-84430348-84430825,84430348,84430825,2370,671.0
13128,chr1-84433061-84434328,84433061,84434328,14365,5231.0
13129,chr1-84436631-84437632,84436631,84437632,7737,2653.0
13130,chr1-84442233-84442569,84442233,84442569,2277,782.0
13131,chr1-84442716-84443754,84442716,84443754,4637,1213.0
13132,chr1-84455420-84456809,84455420,84456809,5440,1631.0
13133,chr1-84478629-84480603,84478629,84480603,20735,7175.0
13134,chr1-84504220-84504419,84504220,84504419,1315,465.0
13135,chr1-84504660-84504968,84504660,84504968,2968,1141.0
13136,chr1-84505155-84506890,84505155,84506890,53930,19501.0
13137,chr1-84525645-84526271,84525645,84526271,3196,1143.0
13138,chr1-84526576-84526787,84526576,84526787,1159,255.0
13139,chr1-84552110-84552463,84552110,84552463,1580,453.0
13140,chr1-84552767-84552995,84552767,84552995,1158,327.0
13141,chr1-84553651-84554048,84553651,84554048,1281,337.0
13142,chr1-84572981-84573330,84572981,84573330,2642,899.0
13143,chr1-84573495-84574860,84573495,84574860,38175,13691.0
13144,chr1-84595212-84595795,84595212,84595795,2518,758.0
13145,chr1-84598595-84599807,84598595,84599807,7719,2600.0
13146,chr1-84603220-84604830,84603220,84604830,10754,3699.0
13147,chr1-84611293-84612199,84611293,84612199,5041,1618.0
13148,chr1-84612726-84613439,84612726,84613439,3168,973.0
13149,chr1-84618786-84620025,84618786,84620025,12494,4741.0
13150,chr1-84620225-84621286,84620225,84621286,30560,11709.0
13151,chr1-84632646-84633385,84632646,84633385,3270,863.0
13152,chr1-84642346-84642680,84642346,84642680,1912,522.0
13153,chr1-84642897-84643863,84642897,84643863,4140,1323.0
13154,chr1-84644115-84644353,84644115,84644353,1267,390.0
13155,chr1-84653247-84653487,84653247,84653487,1726,540.0
13156,chr1-84663496-84663790,84663496,84663790,1508,441.0
13157,chr1-84668162-84668495,84668162,84668495,2241,598.0
13158,chr1-84689399-84691311,84689399,84691311,70954,27534.0
13159,chr1-84698060-84699072,84698060,84699072,6893,2532.0
13160,chr1-84699501-84700440,84699501,84700440,4927,1384.0
13161,chr1-84701440-84701932,84701440,84701932,2237,731.0
13162,chr1-84703479-84704090,84703479,84704090,2939,1025.0
13163,chr1-84711028-84711607,84711028,84711607,3356,1217.0
13164,chr1-84715279-84715949,84715279,84715949,4059,1298.0
13165,chr1-84718937-84720734,84718937,84720734,16164,5704.0
13166,chr1-84721196-84721636,84721196,84721636,3123,934.0
13167,chr1-84736758-84737211,84736758,84737211,1451,373.0
13168,chr1-84739555-84741046,84739555,84741046,6828,2194.0
13169,chr1-84741478-84742066,84741478,84742066,2261,648.0
13170,chr1-84747719-84749103,84747719,84749103,6656,1953.0
13171,chr1-84753244-84754573,84753244,84754573,17833,6652.0
13172,chr1-84758573-84760206,84758573,84760206,16060,5819.0
13173,chr1-84763610-84765016,84763610,84765016,9928,3518.0
13174,chr1-84766382-84766604,84766382,84766604,1259,364.0
13175,chr1-84771921-84773754,84771921,84773754,18356,6496.0
13176,chr1-84773992-84775385,84773992,84775385,14138,5026.0
13177,chr1-84776488-84776981,84776488,84776981,3754,1324.0
13178,chr1-84779738-84780353,84779738,84780353,6449,2174.0
13179,chr1-84781955-84782798,84781955,84782798,9439,3420.0
13180,chr1-84784933-84785561,84784933,84785561,4843,1611.0
13181,chr1-84795629-84796474,84795629,84796474,3403,739.0
13182,chr1-84809570-84810766,84809570,84810766,6720,2039.0
13183,chr1-84814644-84814854,84814644,84814854,1096,311.0
13184,chr1-84824642-84824888,84824642,84824888,1375,334.0
13185,chr1-84843867-84844443,84843867,84844443,3383,921.0
13186,chr1-84847028-84848121,84847028,84848121,10115,3294.0
13187,chr1-84851630-84852058,84851630,84852058,3538,1061.0
13188,chr1-84855588-84856526,84855588,84856526,5448,1658.0
13189,chr1-84871343-84871543,84871343,84871543,1004,253.0
13190,chr1-84889354-84889696,84889354,84889696,1717,357.0
13191,chr1-84892403-84893570,84892403,84893570,8260,2241.0
13192,chr1-84913103-84913425,84913103,84913425,1258,322.0
13193,chr1-84918532-84920963,84918532,84920963,9443,2569.0
13194,chr1-84928676-84929133,84928676,84929133,1688,432.0
13195,chr1-84935765-84936549,84935765,84936549,9164,3204.0
13196,chr1-84944369-84945535,84944369,84945535,20809,7606.0
13197,chr1-84958493-84958777,84958493,84958777,1082,298.0
13198,chr1-84973704-84974093,84973704,84974093,1699,431.0
13199,chr1-84991588-84991795,84991588,84991795,1151,276.0
13200,chr1-84995421-84995741,84995421,84995741,1353,340.0
13201,chr1-84996487-84998588,84996487,84998588,20189,6171.0
13202,chr1-84998738-84999131,84998738,84999131,2739,703.0
13203,chr1-85017900-85018714,85017900,85018714,2675,623.0
13204,chr1-85019345-85020504,85019345,85020504,5264,1330.0
13205,chr1-85027289-85028060,85027289,85028060,4600,1254.0
13206,chr1-85032597-85033870,85032597,85033870,4775,1447.0
13207,chr1-85034049-85034335,85034049,85034335,1628,475.0
13208,chr1-85037596-85037920,85037596,85037920,1699,388.0
13209,chr1-85047116-85048916,85047116,85048916,13415,3796.0
13210,chr1-85058225-85058529,85058225,85058529,1622,370.0
13211,chr1-85061544-85062687,85061544,85062687,21159,7588.0
13212,chr1-85092851-85093159,85092851,85093159,1496,336.0
13213,chr1-85093787-85094355,85093787,85094355,2533,588.0
13214,chr1-85109270-85109728,85109270,85109728,3703,1199.0
13215,chr1-85124056-85124555,85124056,85124555,2516,659.0
13216,chr1-85125767-85126162,85125767,85126162,2040,583.0
13217,chr1-85127410-85128031,85127410,85128031,4508,1522.0
13218,chr1-85133609-85134005,85133609,85134005,2637,883.0
13219,chr1-85134502-85135595,85134502,85135595,7401,2622.0
13220,chr1-85137106-85138051,85137106,85138051,7703,2706.0
13221,chr1-85142521-85143123,85142521,85143123,3601,1054.0
13222,chr1-85145244-85145467,85145244,85145467,1158,332.0
13223,chr1-85148858-85149178,85148858,85149178,1764,509.0
13224,chr1-85152843-85153802,85152843,85153802,5090,1580.0
13225,chr1-85155090-85155703,85155090,85155703,2175,614.0
13226,chr1-85158973-85159209,85158973,85159209,1167,314.0
13227,chr1-85159517-85160209,85159517,85160209,2166,559.0
13228,chr1-85167915-85168137,85167915,85168137,1402,314.0
13229,chr1-85182318-85183161,85182318,85183161,3077,846.0
13230,chr1-85184113-85184910,85184113,85184910,3165,860.0
13231,chr1-85188534-85188831,85188534,85188831,1627,446.0
13232,chr1-85190173-85190398,85190173,85190398,1141,262.0
13233,chr1-85195403-85196055,85195403,85196055,4395,1409.0
13234,chr1-85200169-85202057,85200169,85202057,36336,13780.0
13235,chr1-85207115-85207509,85207115,85207509,1601,479.0
13236,chr1-85218837-85219264,85218837,85219264,1665,398.0
13237,chr1-85225699-85226184,85225699,85226184,1763,472.0
13238,chr1-85232531-85232736,85232531,85232736,841,239.0
13239,chr1-85239914-85240641,85239914,85240641,4304,1343.0
13240,chr1-85243317-85243632,85243317,85243632,1507,467.0
13241,chr1-85244399-85244643,85244399,85244643,1563,436.0
13242,chr1-85245797-85246016,85245797,85246016,987,240.0
13243,chr1-85258540-85260823,85258540,85260823,51503,19062.0
13244,chr1-85263067-85263309,85263067,85263309,1424,427.0
13245,chr1-85275806-85277575,85275806,85277575,84219,31642.0
13246,chr1-85278883-85279314,85278883,85279314,4436,1418.0
13247,chr1-85283503-85284228,85283503,85284228,5703,1453.0
13248,chr1-85289950-85290223,85289950,85290223,1323,356.0
13249,chr1-85290551-85291109,85290551,85291109,3152,922.0
13250,chr1-85297528-85298823,85297528,85298823,7934,2353.0
13251,chr1-85302597-85302866,85302597,85302866,1795,486.0
13252,chr1-85307805-85308874,85307805,85308874,14804,5224.0
13253,chr1-85316352-85316821,85316352,85316821,2709,723.0
13254,chr1-85317333-85317905,85317333,85317905,2863,867.0
13255,chr1-85318168-85318554,85318168,85318554,1925,491.0
13256,chr1-85329018-85329369,85329018,85329369,1988,501.0
13257,chr1-85330073-85330585,85330073,85330585,2699,776.0
13258,chr1-85330778-85331261,85330778,85331261,3397,1073.0
13259,chr1-85342854-85343929,85342854,85343929,5676,1923.0
13260,chr1-85344331-85344566,85344331,85344566,2034,647.0
13261,chr1-85350056-85350566,85350056,85350566,2191,522.0
13262,chr1-85351536-85352510,85351536,85352510,4157,1113.0
13263,chr1-85357157-85357356,85357157,85357356,1439,401.0
13264,chr1-85360855-85361360,85360855,85361360,4101,1344.0
13265,chr1-85362065-85362318,85362065,85362318,1270,353.0
13266,chr1-85363060-85363422,85363060,85363422,1915,519.0
13267,chr1-85371749-85372235,85371749,85372235,3755,1279.0
13268,chr1-85372704-85372976,85372704,85372976,1804,530.0
13269,chr1-85375234-85376104,85375234,85376104,4232,1406.0
13270,chr1-85376428-85376640,85376428,85376640,2223,796.0
13271,chr1-85379618-85380026,85379618,85380026,2275,661.0
13272,chr1-85384851-85385329,85384851,85385329,2162,644.0
13273,chr1-85386420-85386619,85386420,85386619,1403,280.0
13274,chr1-85393207-85393411,85393207,85393411,1194,341.0
13275,chr1-85396837-85397086,85396837,85397086,1588,404.0
13276,chr1-85398498-85398981,85398498,85398981,2524,773.0
13277,chr1-85399321-85399702,85399321,85399702,2017,596.0
13278,chr1-85400024-85400229,85400024,85400229,1372,427.0
13279,chr1-85406945-85408195,85406945,85408195,14107,5580.0
13280,chr1-85414671-85415154,85414671,85415154,2300,670.0
13281,chr1-85416928-85417407,85416928,85417407,2834,777.0
13282,chr1-85420016-85420424,85420016,85420424,2483,631.0
13283,chr1-85426798-85428988,85426798,85428988,10845,3148.0
13284,chr1-85430685-85431051,85430685,85431051,1354,370.0
13285,chr1-85433063-85433429,85433063,85433429,2409,706.0
13286,chr1-85438924-85439635,85438924,85439635,3238,913.0
13287,chr1-85440242-85441448,85440242,85441448,7362,2226.0
13288,chr1-85447466-85447732,85447466,85447732,1501,442.0
13289,chr1-85449196-85449764,85449196,85449764,3325,886.0
13290,chr1-85452950-85453986,85452950,85453986,5683,1765.0
13291,chr1-85459286-85459506,85459286,85459506,1627,550.0
13292,chr1-85463572-85466135,85463572,85466135,42585,15996.0
13293,chr1-85477171-85477512,85477171,85477512,1410,301.0
13294,chr1-85479814-85480062,85479814,85480062,1207,284.0
13295,chr1-85494763-85495124,85494763,85495124,2166,664.0
13296,chr1-85495426-85495949,85495426,85495949,2914,809.0
13297,chr1-85496900-85497501,85496900,85497501,3552,1136.0
13298,chr1-85502048-85503058,85502048,85503058,5007,1314.0
13299,chr1-85521453-85521657,85521453,85521657,438,136.0
13300,chr1-85526956-85527445,85526956,85527445,3098,1110.0
13301,chr1-85534769-85535103,85534769,85535103,1078,315.0
13302,chr1-85544151-85545696,85544151,85545696,6371,1838.0
13303,chr1-85551185-85551438,85551185,85551438,1826,501.0
13304,chr1-85553758-85554024,85553758,85554024,1791,447.0
13305,chr1-85555147-85556578,85555147,85556578,5021,1180.0
13306,chr1-85562591-85563562,85562591,85563562,4547,1331.0
13307,chr1-85566757-85567491,85566757,85567491,4401,1328.0
13308,chr1-85568139-85568532,85568139,85568532,1810,610.0
13309,chr1-85568861-85570006,85568861,85570006,6063,1868.0
13310,chr1-85570327-85570766,85570327,85570766,2705,808.0
13311,chr1-85576263-85578069,85576263,85578069,29672,11170.0
13312,chr1-85578418-85578730,85578418,85578730,2665,930.0
13313,chr1-85580134-85581747,85580134,85581747,28285,10787.0
13314,chr1-85582093-85582598,85582093,85582598,5201,1633.0
13315,chr1-85585738-85586074,85585738,85586074,2160,677.0
13316,chr1-85587812-85588260,85587812,85588260,2808,732.0
13317,chr1-85599760-85600206,85599760,85600206,1823,402.0
13318,chr1-85606050-85606720,85606050,85606720,3814,962.0
13319,chr1-85611888-85612146,85611888,85612146,1621,380.0
13320,chr1-85615644-85616708,85615644,85616708,7329,1995.0
13321,chr1-85617702-85618005,85617702,85618005,1831,466.0
13322,chr1-85628462-85629530,85628462,85629530,7107,2091.0
13323,chr1-85649254-85651384,85649254,85651384,7915,2147.0
13324,chr1-85677631-85677889,85677631,85677889,1318,329.0
13325,chr1-85680749-85681449,85680749,85681449,4890,1625.0
13326,chr1-85691609-85691965,85691609,85691965,2203,540.0
13327,chr1-85692581-85693065,85692581,85693065,2994,950.0
13328,chr1-85698009-85698393,85698009,85698393,1482,394.0
13329,chr1-85707365-85709123,85707365,85709123,31376,10641.0
13330,chr1-85730783-85731023,85730783,85731023,1064,280.0
13331,chr1-85790825-85791519,85790825,85791519,2414,681.0
13332,chr1-85794403-85795041,85794403,85795041,2643,772.0
13333,chr1-85797869-85799642,85797869,85799642,7319,2003.0
13334,chr1-85799831-85800093,85799831,85800093,1406,383.0
13335,chr1-85805938-85806925,85805938,85806925,3456,805.0
13336,chr1-85817258-85817471,85817258,85817471,1103,266.0
13337,chr1-85820160-85821821,85820160,85821821,7269,1974.0
13338,chr1-85837451-85837657,85837451,85837657,1050,276.0
13339,chr1-85850338-85850643,85850338,85850643,1586,410.0
13340,chr1-85864781-85865693,85864781,85865693,3065,849.0
13341,chr1-85867172-85867640,85867172,85867640,1808,442.0
13342,chr1-85874540-85874888,85874540,85874888,1623,337.0
13343,chr1-85884386-85885060,85884386,85885060,3543,1001.0
13344,chr1-85894685-85894952,85894685,85894952,1840,548.0
13345,chr1-85933042-85933492,85933042,85933492,1865,576.0
13346,chr1-85934537-85934866,85934537,85934866,1595,461.0
13347,chr1-85959175-85959583,85959175,85959583,1236,315.0
13348,chr1-85982979-85984082,85982979,85984082,4283,1235.0
13349,chr1-85992775-85993306,85992775,85993306,1996,508.0
13350,chr1-86018299-86018595,86018299,86018595,2710,869.0
13351,chr1-86061751-86061966,86061751,86061966,1062,238.0
13352,chr1-86100760-86101999,86100760,86101999,4537,1123.0
13353,chr1-86105319-86105702,86105319,86105702,2303,431.0
13354,chr1-86110386-86110922,86110386,86110922,3327,624.0
13355,chr1-86115044-86115276,86115044,86115276,1126,221.0
13356,chr1-86137364-86137833,86137364,86137833,1916,506.0
13357,chr1-86145598-86146000,86145598,86146000,1320,336.0
13358,chr1-86154355-86157241,86154355,86157241,20258,5326.0
13359,chr1-86175795-86176063,86175795,86176063,1395,324.0
13360,chr1-86192066-86192325,86192066,86192325,1012,233.0
13361,chr1-86195094-86195314,86195094,86195314,676,288.0
13362,chr1-86195332-86195614,86195332,86195614,1738,440.0
13363,chr1-86204789-86205073,86204789,86205073,1621,347.0
13364,chr1-86207216-86208421,86207216,86208421,5211,1239.0
13365,chr1-86224791-86225235,86224791,86225235,2205,527.0
13366,chr1-86228326-86229086,86228326,86229086,3356,873.0
13367,chr1-86229421-86229793,86229421,86229793,1518,410.0
13368,chr1-86237636-86237867,86237636,86237867,965,216.0
13369,chr1-86239936-86240292,86239936,86240292,1596,398.0
13370,chr1-86247543-86247839,86247543,86247839,1150,263.0
13371,chr1-86256150-86256908,86256150,86256908,2665,657.0
13372,chr1-86262988-86263513,86262988,86263513,2733,730.0
13373,chr1-86270893-86271372,86270893,86271372,1480,362.0
13374,chr1-86277091-86277565,86277091,86277565,2316,545.0
13375,chr1-86277587-86278624,86277587,86278624,6139,1521.0
13376,chr1-86285644-86286087,86285644,86286087,1561,400.0
13377,chr1-86288798-86289503,86288798,86289503,3117,771.0
13378,chr1-86307449-86307681,86307449,86307681,1449,265.0
13379,chr1-86319328-86319720,86319328,86319720,2014,415.0
13380,chr1-86339174-86339917,86339174,86339917,4160,890.0
13381,chr1-86342908-86343571,86342908,86343571,4158,1170.0
13382,chr1-86352132-86352344,86352132,86352344,894,237.0
13383,chr1-86353055-86353298,86353055,86353298,859,248.0
13384,chr1-86354370-86354832,86354370,86354832,1617,455.0
13385,chr1-86356232-86356622,86356232,86356622,2193,621.0
13386,chr1-86361797-86362020,86361797,86362020,1075,280.0
13387,chr1-86365760-86366397,86365760,86366397,2683,561.0
13388,chr1-86379985-86380938,86379985,86380938,6955,2268.0
13389,chr1-86381295-86381526,86381295,86381526,1826,488.0
13390,chr1-86395214-86397125,86395214,86397125,41016,14813.0
13391,chr1-86409129-86409857,86409129,86409857,4057,973.0
13392,chr1-86419163-86419729,86419163,86419729,4537,1299.0
13393,chr1-86420455-86420954,86420455,86420954,2396,594.0
13394,chr1-86424523-86424875,86424523,86424875,1347,302.0
13395,chr1-86429085-86430579,86429085,86430579,8099,1915.0
13396,chr1-86447059-86448513,86447059,86448513,11769,3521.0
13397,chr1-86456618-86457012,86456618,86457012,1857,464.0
13398,chr1-86460743-86461385,86460743,86461385,2851,603.0
13399,chr1-86465484-86467120,86465484,86467120,8006,2000.0
13400,chr1-86470699-86471303,86470699,86471303,4001,848.0
13401,chr1-86471878-86472450,86471878,86472450,3647,870.0
13402,chr1-86475017-86475579,86475017,86475579,2816,736.0
13403,chr1-86480452-86480926,86480452,86480926,1982,536.0
13404,chr1-86486753-86488076,86486753,86488076,9217,2613.0
13405,chr1-86489036-86489961,86489036,86489961,4478,1158.0
13406,chr1-86500486-86501198,86500486,86501198,4672,1542.0
13407,chr1-86502213-86502414,86502213,86502414,2365,738.0
13408,chr1-86503081-86504482,86503081,86504482,13192,4330.0
13409,chr1-86504958-86505729,86504958,86505729,6890,2256.0
13410,chr1-86507845-86508343,86507845,86508343,3954,1092.0
13411,chr1-86515567-86516673,86515567,86516673,8128,2391.0
13412,chr1-86523730-86524287,86523730,86524287,3372,609.0
13413,chr1-86546214-86548004,86546214,86548004,16606,5299.0
13414,chr1-86552387-86552850,86552387,86552850,3732,785.0
13415,chr1-86595711-86597278,86595711,86597278,7054,1881.0
13416,chr1-86616761-86617474,86616761,86617474,3608,777.0
13417,chr1-86657209-86658885,86657209,86658885,7385,1753.0
13418,chr1-86664468-86665010,86664468,86665010,2470,552.0
13419,chr1-86687384-86688596,86687384,86688596,6717,1973.0
13420,chr1-86690299-86690631,86690299,86690631,1310,383.0
13421,chr1-86701785-86701994,86701785,86701994,1946,665.0
13422,chr1-86703625-86705569,86703625,86705569,72227,27894.0
13423,chr1-86714183-86714436,86714183,86714436,1755,496.0
13424,chr1-86730207-86730544,86730207,86730544,1386,354.0
13425,chr1-86730800-86731112,86730800,86731112,1309,334.0
13426,chr1-86733297-86733851,86733297,86733851,2454,683.0
13427,chr1-86739682-86740385,86739682,86740385,3597,1028.0
13428,chr1-86742012-86742317,86742012,86742317,2225,647.0
13429,chr1-86750656-86750923,86750656,86750923,1699,463.0
13430,chr1-86756822-86758039,86756822,86758039,12252,4104.0
13431,chr1-86768248-86768524,86768248,86768524,1282,277.0
13432,chr1-86773349-86773682,86773349,86773682,2267,625.0
13433,chr1-86773886-86775235,86773886,86775235,12268,3628.0
13434,chr1-86779402-86779756,86779402,86779756,2029,517.0
13435,chr1-86780888-86781193,86780888,86781193,1968,510.0
13436,chr1-86788173-86789257,86788173,86789257,6914,1921.0
13437,chr1-86792418-86793718,86792418,86793718,9999,3235.0
13438,chr1-86799078-86799846,86799078,86799846,3657,994.0
13439,chr1-86800225-86800584,86800225,86800584,1820,447.0
13440,chr1-86803185-86803386,86803185,86803386,994,226.0
13441,chr1-86810731-86811982,86810731,86811982,7179,2106.0
13442,chr1-86821789-86822387,86821789,86822387,2053,531.0
13443,chr1-86822479-86822810,86822479,86822810,1927,443.0
13444,chr1-86832550-86834061,86832550,86834061,10845,3353.0
13445,chr1-86836242-86836529,86836242,86836529,1419,365.0
13446,chr1-86841040-86841637,86841040,86841637,2344,599.0
13447,chr1-86845830-86846553,86845830,86846553,2757,727.0
13448,chr1-86848566-86848954,86848566,86848954,1335,357.0
13449,chr1-86861159-86861590,86861159,86861590,1697,537.0
13450,chr1-86862736-86863236,86862736,86863236,1991,608.0
13451,chr1-86868469-86868879,86868469,86868879,2141,688.0
13452,chr1-86870581-86871013,86870581,86871013,2185,609.0
13453,chr1-86906329-86906738,86906329,86906738,1892,495.0
13454,chr1-86913494-86915902,86913494,86915902,95378,36507.0
13455,chr1-86941587-86942316,86941587,86942316,3494,1067.0
13456,chr1-86947776-86948533,86947776,86948533,4057,1206.0
13457,chr1-86950684-86951004,86950684,86951004,1706,551.0
13458,chr1-86955661-86956699,86955661,86956699,5661,1684.0
13459,chr1-86963656-86963905,86963656,86963905,1977,400.0
13460,chr1-86964945-86965650,86964945,86965650,5288,1671.0
13461,chr1-86968452-86968954,86968452,86968954,2692,722.0
13462,chr1-86976129-86976358,86976129,86976358,1127,331.0
13463,chr1-87008898-87009177,87008898,87009177,1499,306.0
13464,chr1-87018006-87018770,87018006,87018770,3903,1069.0
13465,chr1-87025014-87025499,87025014,87025499,3352,1042.0
13466,chr1-87027401-87027672,87027401,87027672,1317,343.0
13467,chr1-87035837-87036129,87035837,87036129,1475,377.0
13468,chr1-87057838-87059506,87057838,87059506,6274,1678.0
13469,chr1-87068879-87069086,87068879,87069086,1319,349.0
13470,chr1-87069907-87070429,87069907,87070429,2195,598.0
13471,chr1-87083838-87084929,87083838,87084929,6067,1723.0
13472,chr1-87104551-87105462,87104551,87105462,4302,1300.0
13473,chr1-87108499-87109296,87108499,87109296,4417,1423.0
13474,chr1-87110376-87110687,87110376,87110687,1802,550.0
13475,chr1-87111682-87112148,87111682,87112148,2507,722.0
13476,chr1-87115241-87115798,87115241,87115798,3711,963.0
13477,chr1-87118899-87119128,87118899,87119128,1370,366.0
13478,chr1-87119433-87119735,87119433,87119735,1830,503.0
13479,chr1-87121944-87122198,87121944,87122198,1717,460.0
13480,chr1-87123831-87124620,87123831,87124620,5002,1589.0
13481,chr1-87129732-87129989,87129732,87129989,2251,662.0
13482,chr1-87131576-87132579,87131576,87132579,24638,9008.0
13483,chr1-87133870-87135774,87133870,87135774,30473,11673.0
13484,chr1-87148320-87150410,87148320,87150410,15267,4626.0
13485,chr1-87151273-87152292,87151273,87152292,13682,4716.0
13486,chr1-87154285-87154776,87154285,87154776,4204,1366.0
13487,chr1-87154963-87156013,87154963,87156013,10721,3718.0
13488,chr1-87156208-87156419,87156208,87156419,2182,697.0
13489,chr1-87167191-87169731,87167191,87169731,19145,6432.0
13490,chr1-87170085-87170628,87170085,87170628,4300,1403.0
13491,chr1-87175946-87176518,87175946,87176518,2395,512.0
13492,chr1-87178110-87178810,87178110,87178810,3650,1002.0
13493,chr1-87179042-87179381,87179042,87179381,2266,611.0
13494,chr1-87184629-87185357,87184629,87185357,3375,882.0
13495,chr1-87189362-87189645,87189362,87189645,1448,351.0
13496,chr1-87203811-87204831,87203811,87204831,5717,1812.0
13497,chr1-87206340-87206823,87206340,87206823,2938,868.0
13498,chr1-87212483-87213624,87212483,87213624,8050,2668.0
13499,chr1-87224078-87224720,87224078,87224720,3484,990.0
13500,chr1-87225877-87226830,87225877,87226830,6917,2100.0
13501,chr1-87230236-87230922,87230236,87230922,3624,997.0
13502,chr1-87231710-87232349,87231710,87232349,4157,1180.0
13503,chr1-87239201-87239525,87239201,87239525,2231,574.0
13504,chr1-87240141-87241297,87240141,87241297,10608,3419.0
13505,chr1-87246429-87246718,87246429,87246718,1783,414.0
13506,chr1-87250469-87250912,87250469,87250912,2155,476.0
13507,chr1-87252077-87252790,87252077,87252790,3196,819.0
13508,chr1-87263478-87263998,87263478,87263998,2170,544.0
13509,chr1-87273334-87273610,87273334,87273610,1317,337.0
13510,chr1-87278081-87278322,87278081,87278322,1296,311.0
13511,chr1-87278945-87280011,87278945,87280011,6019,1794.0
13512,chr1-87287048-87287350,87287048,87287350,1653,403.0
13513,chr1-87292633-87293214,87292633,87293214,5789,1813.0
13514,chr1-87295499-87296027,87295499,87296027,2610,779.0
13515,chr1-87296240-87296550,87296240,87296550,1515,385.0
13516,chr1-87299491-87299983,87299491,87299983,2356,585.0
13517,chr1-87305043-87305452,87305043,87305452,2059,485.0
13518,chr1-87311344-87311668,87311344,87311668,1339,346.0
13519,chr1-87327817-87329677,87327817,87329677,78768,30802.0
13520,chr1-87331290-87332102,87331290,87332102,21383,8128.0
13521,chr1-87334382-87335772,87334382,87335772,25873,9219.0
13522,chr1-87346237-87346670,87346237,87346670,2885,771.0
13523,chr1-87348184-87348628,87348184,87348628,2513,708.0
13524,chr1-87359666-87359870,87359666,87359870,1392,368.0
13525,chr1-87362629-87363461,87362629,87363461,3992,986.0
13526,chr1-87384106-87384512,87384106,87384512,1633,434.0
13527,chr1-87387446-87387847,87387446,87387847,1895,470.0
13528,chr1-87388268-87388854,87388268,87388854,2101,531.0
13529,chr1-87393210-87393819,87393210,87393819,3118,884.0
13530,chr1-87394206-87395218,87394206,87395218,4779,1263.0
13531,chr1-87403443-87403684,87403443,87403684,1851,454.0
13532,chr1-87409894-87411773,87409894,87411773,26651,9432.0
13533,chr1-87412255-87412568,87412255,87412568,2999,790.0
13534,chr1-87417388-87418766,87417388,87418766,6824,2039.0
13535,chr1-87419888-87420089,87419888,87420089,1247,361.0
13536,chr1-87423835-87424069,87423835,87424069,1323,321.0
13537,chr1-87426092-87427414,87426092,87427414,9260,3059.0
13538,chr1-87428401-87428633,87428401,87428633,1270,399.0
13539,chr1-87435422-87436975,87435422,87436975,9313,2721.0
13540,chr1-87449299-87450362,87449299,87450362,4921,1210.0
13541,chr1-87450847-87451092,87450847,87451092,1650,387.0
13542,chr1-87463800-87464460,87463800,87464460,2919,783.0
13543,chr1-87467850-87468681,87467850,87468681,3700,1014.0
13544,chr1-87473541-87473975,87473541,87473975,2100,606.0
13545,chr1-87474132-87474789,87474132,87474789,5119,1598.0
13546,chr1-87478201-87478539,87478201,87478539,2218,611.0
13547,chr1-87485097-87485505,87485097,87485505,1269,277.0
13548,chr1-87488449-87488911,87488449,87488911,1865,431.0
13549,chr1-87505241-87505487,87505241,87505487,1520,364.0
13550,chr1-87505874-87506285,87505874,87506285,2134,481.0
13551,chr1-87515161-87515384,87515161,87515384,1591,339.0
13552,chr1-87515781-87516388,87515781,87516388,2759,663.0
13553,chr1-87518870-87519413,87518870,87519413,2392,608.0
13554,chr1-87523402-87523679,87523402,87523679,1552,342.0
13555,chr1-87559956-87561165,87559956,87561165,4684,1272.0
13556,chr1-87563117-87563612,87563117,87563612,1877,477.0
13557,chr1-87575420-87575785,87575420,87575785,1768,452.0
13558,chr1-87583315-87583700,87583315,87583700,1499,357.0
13559,chr1-87584785-87585515,87584785,87585515,2302,560.0
13560,chr1-87588511-87588732,87588511,87588732,1319,263.0
13561,chr1-87591187-87591734,87591187,87591734,2764,643.0
13562,chr1-87594205-87594473,87594205,87594473,1153,315.0
13563,chr1-87594770-87595513,87594770,87595513,2970,738.0
13564,chr1-87636176-87636724,87636176,87636724,3363,658.0
13565,chr1-87642504-87642971,87642504,87642971,2402,613.0
13566,chr1-87644431-87645282,87644431,87645282,5820,1732.0
13567,chr1-87683595-87685260,87683595,87685260,9691,2974.0
13568,chr1-87685431-87685678,87685431,87685678,1634,419.0
13569,chr1-87722404-87723047,87722404,87723047,2146,476.0
13570,chr1-87759415-87760090,87759415,87760090,2527,692.0
